"draw","variable","value"
731,"(Intercept)",-4.44571884278716
732,"(Intercept)",-4.38803966606217
733,"(Intercept)",-4.28750238915818
734,"(Intercept)",-4.36248491434868
735,"(Intercept)",-4.50479977861394
736,"(Intercept)",-4.25726561358807
737,"(Intercept)",-4.29159615439733
738,"(Intercept)",-4.38656839790288
739,"(Intercept)",-4.6029409212114
740,"(Intercept)",-4.52738833460567
741,"(Intercept)",-4.42963857196387
742,"(Intercept)",-4.44407328292958
743,"(Intercept)",-4.1770008285511
744,"(Intercept)",-4.24280460615278
745,"(Intercept)",-4.21501184402729
746,"(Intercept)",-4.3292250666736
747,"(Intercept)",-4.27208975116974
748,"(Intercept)",-4.32527250854085
749,"(Intercept)",-4.47988855904489
750,"(Intercept)",-4.25208714844643
751,"(Intercept)",-4.20643919081865
752,"(Intercept)",-4.37743464772112
753,"(Intercept)",-4.52549189814558
754,"(Intercept)",-4.40789446418045
755,"(Intercept)",-3.85659627008082
756,"(Intercept)",-4.15706517019484
757,"(Intercept)",-4.39455689588933
758,"(Intercept)",-4.36642394500483
759,"(Intercept)",-4.40115151395161
760,"(Intercept)",-4.06925454591882
761,"(Intercept)",-4.18844795415128
762,"(Intercept)",-4.39899557089751
763,"(Intercept)",-4.37621781374955
764,"(Intercept)",-4.51961698137904
765,"(Intercept)",-4.22344983774302
766,"(Intercept)",-4.28082878410909
767,"(Intercept)",-4.26723713816757
768,"(Intercept)",-4.35818297507832
769,"(Intercept)",-4.36550424509592
770,"(Intercept)",-4.31554144590477
771,"(Intercept)",-4.20952494942242
772,"(Intercept)",-4.36035392734909
773,"(Intercept)",-4.28026502524143
774,"(Intercept)",-4.31937620089317
775,"(Intercept)",-4.46170131552228
776,"(Intercept)",-4.34254915482196
777,"(Intercept)",-4.19473494042967
778,"(Intercept)",-4.19220552930091
779,"(Intercept)",-4.23192131590043
780,"(Intercept)",-4.36772519771446
781,"(Intercept)",-4.38232819431281
782,"(Intercept)",-4.35915551825369
783,"(Intercept)",-4.50695269702688
784,"(Intercept)",-4.25062290224558
785,"(Intercept)",-4.34638542454418
786,"(Intercept)",-4.42768502370923
787,"(Intercept)",-4.15070832476002
788,"(Intercept)",-4.29495080935637
789,"(Intercept)",-4.10418814158649
790,"(Intercept)",-4.26183972598883
791,"(Intercept)",-4.357058980926
792,"(Intercept)",-4.3083912134064
793,"(Intercept)",-4.23775528995098
794,"(Intercept)",-4.32050416555303
795,"(Intercept)",-4.34045769266335
796,"(Intercept)",-4.32345366265338
797,"(Intercept)",-4.58200265452205
798,"(Intercept)",-4.49747012262798
799,"(Intercept)",-4.47745665789592
800,"(Intercept)",-4.34087382684834
801,"(Intercept)",-4.36524154223582
802,"(Intercept)",-4.23018482534989
803,"(Intercept)",-4.38064960212295
804,"(Intercept)",-4.45244489921847
805,"(Intercept)",-4.2608548639624
806,"(Intercept)",-4.3062706545238
807,"(Intercept)",-4.4808219573484
808,"(Intercept)",-4.16981172268138
809,"(Intercept)",-4.53418935272496
810,"(Intercept)",-4.16234757177803
811,"(Intercept)",-4.65129750361725
812,"(Intercept)",-4.50226583039325
813,"(Intercept)",-4.18308921659915
814,"(Intercept)",-4.21451332027057
815,"(Intercept)",-4.13022984845729
816,"(Intercept)",-4.38796307970605
817,"(Intercept)",-4.29773841214219
818,"(Intercept)",-4.26535919146307
819,"(Intercept)",-4.17318701214099
820,"(Intercept)",-4.2393825457599
821,"(Intercept)",-4.32837784089198
822,"(Intercept)",-4.31191887406791
823,"(Intercept)",-4.4288217380572
824,"(Intercept)",-4.51749014693118
825,"(Intercept)",-4.33964428345275
826,"(Intercept)",-4.27708332802279
827,"(Intercept)",-4.47551982909865
828,"(Intercept)",-4.44492200246752
829,"(Intercept)",-4.25769036449038
830,"(Intercept)",-4.31182712442003
831,"(Intercept)",-4.39081085845564
832,"(Intercept)",-4.3483475179128
833,"(Intercept)",-4.493504158633
834,"(Intercept)",-4.4656904411046
835,"(Intercept)",-4.35733284411589
836,"(Intercept)",-4.66479836736491
837,"(Intercept)",-4.19111238693845
838,"(Intercept)",-4.30693050216971
839,"(Intercept)",-4.24414572816594
840,"(Intercept)",-4.42298403742327
841,"(Intercept)",-4.11325110055144
842,"(Intercept)",-4.16788264273846
843,"(Intercept)",-4.30003031949377
844,"(Intercept)",-4.57191976081944
845,"(Intercept)",-4.46019302927094
846,"(Intercept)",-4.42874239441905
847,"(Intercept)",-4.47650940338679
848,"(Intercept)",-4.41366620647789
849,"(Intercept)",-4.59112972787588
850,"(Intercept)",-4.39090208390201
851,"(Intercept)",-4.38693696572585
852,"(Intercept)",-4.40361694395096
853,"(Intercept)",-4.19821498846796
854,"(Intercept)",-4.35885197472499
855,"(Intercept)",-4.34121971771896
856,"(Intercept)",-4.45856349819326
857,"(Intercept)",-4.4896446252793
858,"(Intercept)",-4.20662743686369
859,"(Intercept)",-4.1706230029358
860,"(Intercept)",-4.27654753770802
861,"(Intercept)",-4.18222838684491
862,"(Intercept)",-4.43168873020503
863,"(Intercept)",-4.26030478360212
864,"(Intercept)",-4.37450086702496
865,"(Intercept)",-4.18408456469332
866,"(Intercept)",-4.5075164766179
867,"(Intercept)",-4.60436299286115
868,"(Intercept)",-4.41658522759437
869,"(Intercept)",-4.23402698248149
870,"(Intercept)",-4.2972968561306
871,"(Intercept)",-4.45827407796753
872,"(Intercept)",-4.54988792204093
873,"(Intercept)",-4.46115030545359
874,"(Intercept)",-4.41003818419905
875,"(Intercept)",-4.29664738353826
876,"(Intercept)",-4.40181459459231
877,"(Intercept)",-4.15170653982579
878,"(Intercept)",-4.21357130556069
879,"(Intercept)",-4.25300469898808
880,"(Intercept)",-4.05788416899463
881,"(Intercept)",-4.55944335846285
882,"(Intercept)",-4.47782189905934
883,"(Intercept)",-4.3529876259121
884,"(Intercept)",-4.47497825798434
885,"(Intercept)",-4.4357010868543
886,"(Intercept)",-4.30951925022408
887,"(Intercept)",-4.44418618409788
888,"(Intercept)",-4.40496267976739
889,"(Intercept)",-4.45760483113375
890,"(Intercept)",-4.35720600289106
891,"(Intercept)",-4.49049314355747
892,"(Intercept)",-4.44454298502573
893,"(Intercept)",-4.26189063881395
894,"(Intercept)",-4.30906858250228
895,"(Intercept)",-4.34891329073129
896,"(Intercept)",-4.22506046513856
897,"(Intercept)",-4.38117916556338
898,"(Intercept)",-4.35912840886985
899,"(Intercept)",-4.24551234651268
900,"(Intercept)",-4.30922117511426
901,"(Intercept)",-4.29156031434339
902,"(Intercept)",-4.2379368709948
903,"(Intercept)",-4.35182966359015
904,"(Intercept)",-4.14177969819495
905,"(Intercept)",-4.26044355097394
906,"(Intercept)",-4.12518225997785
907,"(Intercept)",-4.16777990636287
908,"(Intercept)",-4.37383931001574
909,"(Intercept)",-4.26041022371516
910,"(Intercept)",-4.11671668962713
911,"(Intercept)",-4.47299620612696
912,"(Intercept)",-4.14052932822142
913,"(Intercept)",-4.62317675740162
914,"(Intercept)",-4.41243929804922
915,"(Intercept)",-4.15904708590692
916,"(Intercept)",-4.26865518426209
917,"(Intercept)",-4.31143914031189
918,"(Intercept)",-4.40533922007568
919,"(Intercept)",-4.39937052128798
920,"(Intercept)",-4.25177454848268
921,"(Intercept)",-4.02638789529943
922,"(Intercept)",-4.30865043166037
923,"(Intercept)",-4.24343460383149
924,"(Intercept)",-4.20992799190038
925,"(Intercept)",-4.41688125216556
926,"(Intercept)",-4.35555027726601
927,"(Intercept)",-4.2823439014623
928,"(Intercept)",-4.27187354063163
929,"(Intercept)",-4.28855696684637
930,"(Intercept)",-4.09808495912418
931,"(Intercept)",-4.46481357760573
932,"(Intercept)",-4.33334090238247
933,"(Intercept)",-4.3950767134489
934,"(Intercept)",-4.30565997362067
935,"(Intercept)",-4.2671139239431
936,"(Intercept)",-4.27647505331287
937,"(Intercept)",-4.19257955829953
938,"(Intercept)",-4.10635019529791
939,"(Intercept)",-4.34194533877037
940,"(Intercept)",-4.24280706999634
941,"(Intercept)",-4.53845780059931
942,"(Intercept)",-4.15456023985179
943,"(Intercept)",-4.57702863808701
944,"(Intercept)",-4.1900722268375
945,"(Intercept)",-4.17493056960585
946,"(Intercept)",-4.37549132658774
947,"(Intercept)",-4.15343500807203
948,"(Intercept)",-4.28238616784054
949,"(Intercept)",-4.66821078179673
950,"(Intercept)",-4.16062462065455
951,"(Intercept)",-4.2303220693148
952,"(Intercept)",-4.38556091205837
953,"(Intercept)",-4.19961503198244
954,"(Intercept)",-4.24216683373414
955,"(Intercept)",-4.36513345220027
956,"(Intercept)",-4.38414107811366
957,"(Intercept)",-4.22182677518895
958,"(Intercept)",-4.21084725213735
959,"(Intercept)",-4.29622204027806
960,"(Intercept)",-4.35755605091631
961,"(Intercept)",-4.26205738815067
962,"(Intercept)",-4.04508772663535
963,"(Intercept)",-4.34279942749936
964,"(Intercept)",-4.21932180157084
965,"(Intercept)",-4.52160915443796
966,"(Intercept)",-4.16754576712792
967,"(Intercept)",-4.21138110409862
968,"(Intercept)",-4.13518716128957
969,"(Intercept)",-4.69893399427611
970,"(Intercept)",-4.35302638929277
971,"(Intercept)",-4.2498660009536
972,"(Intercept)",-4.26644435228097
973,"(Intercept)",-4.16763440538316
974,"(Intercept)",-4.46432153223704
975,"(Intercept)",-4.48882560777277
976,"(Intercept)",-4.4403278382195
977,"(Intercept)",-4.33111626000587
978,"(Intercept)",-4.59872297207051
979,"(Intercept)",-4.4818376382265
980,"(Intercept)",-4.49073977347889
981,"(Intercept)",-4.5381135268093
982,"(Intercept)",-4.39913140211164
983,"(Intercept)",-4.35074469559313
984,"(Intercept)",-4.19763469256268
985,"(Intercept)",-4.36426814757536
986,"(Intercept)",-4.27320965306656
987,"(Intercept)",-4.20331421490154
988,"(Intercept)",-4.16683918985045
989,"(Intercept)",-4.15807900597042
990,"(Intercept)",-4.28259452882877
991,"(Intercept)",-4.32802522657624
992,"(Intercept)",-4.33949689985918
993,"(Intercept)",-4.18174928839336
994,"(Intercept)",-4.1415264951951
995,"(Intercept)",-4.25499764984295
996,"(Intercept)",-4.50058341798614
997,"(Intercept)",-4.33135290492604
998,"(Intercept)",-4.2622517110204
999,"(Intercept)",-4.26418226520783
1000,"(Intercept)",-4.3443340034337
1001,"(Intercept)",-4.17847249369403
1002,"(Intercept)",-4.34950949766298
1003,"(Intercept)",-4.2542134713905
1004,"(Intercept)",-4.21899621729748
1005,"(Intercept)",-4.10477165460512
1006,"(Intercept)",-4.15943573754763
1007,"(Intercept)",-4.46396443161005
1008,"(Intercept)",-4.56414181295321
1009,"(Intercept)",-4.34646166545897
1010,"(Intercept)",-4.32810651906813
1011,"(Intercept)",-4.28778659850937
1012,"(Intercept)",-4.40631188184441
1013,"(Intercept)",-4.48340017589697
1014,"(Intercept)",-4.31072448617461
1015,"(Intercept)",-4.26753069729356
1016,"(Intercept)",-4.25883831459012
1017,"(Intercept)",-4.05740309302614
1018,"(Intercept)",-4.42399428538231
1019,"(Intercept)",-4.39628437628268
1020,"(Intercept)",-4.66358397458345
1021,"(Intercept)",-4.40223834459565
1022,"(Intercept)",-4.55240456376997
1023,"(Intercept)",-4.01116112839062
1024,"(Intercept)",-4.36638326803931
1025,"(Intercept)",-4.53938360880985
1026,"(Intercept)",-4.39998807449232
1027,"(Intercept)",-4.18182943192987
1028,"(Intercept)",-4.1817224426896
1029,"(Intercept)",-4.31827491623409
1030,"(Intercept)",-4.12106972232914
1031,"(Intercept)",-4.27029091738532
1032,"(Intercept)",-4.14092359655749
1033,"(Intercept)",-4.28028141946322
1034,"(Intercept)",-4.42921059194712
1035,"(Intercept)",-4.31274423011091
1036,"(Intercept)",-4.15761946450945
1037,"(Intercept)",-4.36033399197433
1038,"(Intercept)",-4.27209250844992
1039,"(Intercept)",-4.31960382976401
1040,"(Intercept)",-4.48934637376843
1041,"(Intercept)",-4.32269008646102
1042,"(Intercept)",-4.41592746793218
1043,"(Intercept)",-4.33709348196265
1044,"(Intercept)",-4.42754624350503
1045,"(Intercept)",-4.05686431789094
1046,"(Intercept)",-4.31465365633505
1047,"(Intercept)",-4.24549592354833
1048,"(Intercept)",-4.30162594780067
1049,"(Intercept)",-4.26764067597906
1050,"(Intercept)",-4.10262279865147
1051,"(Intercept)",-4.10956911004234
1052,"(Intercept)",-4.24761425721362
1053,"(Intercept)",-4.2885121199808
1054,"(Intercept)",-4.24403782841971
1055,"(Intercept)",-4.37402353900103
1056,"(Intercept)",-4.48708145939605
1057,"(Intercept)",-4.49233849148799
1058,"(Intercept)",-4.23197750835824
1059,"(Intercept)",-4.19390728418141
1060,"(Intercept)",-4.28117676742242
1061,"(Intercept)",-4.31807733536216
1062,"(Intercept)",-4.17791583253664
1063,"(Intercept)",-4.21569649898059
1064,"(Intercept)",-4.48077119838547
1065,"(Intercept)",-4.2179546272701
1066,"(Intercept)",-4.50881753105444
1067,"(Intercept)",-4.21832873168907
1068,"(Intercept)",-4.4192886986299
1069,"(Intercept)",-4.41695749477899
1070,"(Intercept)",-4.2039435911932
1071,"(Intercept)",-4.15809641380568
1072,"(Intercept)",-4.2499570882729
1073,"(Intercept)",-4.42051840859634
1074,"(Intercept)",-4.26452576445511
1075,"(Intercept)",-4.1663846515951
1076,"(Intercept)",-4.17237282834305
1077,"(Intercept)",-4.24038115788731
1078,"(Intercept)",-4.35095472777775
1079,"(Intercept)",-4.45901897946243
1080,"(Intercept)",-4.32575635502457
1081,"(Intercept)",-4.46810792062333
1082,"(Intercept)",-4.30745331347717
1083,"(Intercept)",-4.2783911373852
1084,"(Intercept)",-4.31987353300021
1085,"(Intercept)",-3.97195878748699
1086,"(Intercept)",-4.44376545946835
1087,"(Intercept)",-4.38134179526135
1088,"(Intercept)",-4.19346624558774
1089,"(Intercept)",-4.52317037206148
1090,"(Intercept)",-4.43295365332101
1091,"(Intercept)",-4.22748353366358
1092,"(Intercept)",-4.20279568680036
1093,"(Intercept)",-4.36201455412457
1094,"(Intercept)",-4.40042580856211
1095,"(Intercept)",-4.34843702110393
1096,"(Intercept)",-4.24787334404962
1097,"(Intercept)",-4.49274840456265
1098,"(Intercept)",-4.13460657176127
1099,"(Intercept)",-4.35565913526858
1100,"(Intercept)",-4.35567433380648
1101,"(Intercept)",-4.30674233383683
1102,"(Intercept)",-4.35530709918291
1103,"(Intercept)",-4.26297975036687
1104,"(Intercept)",-4.12239680763435
1105,"(Intercept)",-4.27938420813082
1106,"(Intercept)",-4.16085997774603
1107,"(Intercept)",-4.26606430334682
1108,"(Intercept)",-4.25466214793796
1109,"(Intercept)",-4.44769666262921
1110,"(Intercept)",-4.21409729390761
1111,"(Intercept)",-4.27066215655346
1112,"(Intercept)",-4.11946890647873
1113,"(Intercept)",-4.15514878694702
1114,"(Intercept)",-4.40148779529565
1115,"(Intercept)",-4.36646205807775
1116,"(Intercept)",-4.33809266190133
1117,"(Intercept)",-4.27995012370205
1118,"(Intercept)",-4.26566284851235
1119,"(Intercept)",-4.37097333354526
1120,"(Intercept)",-4.38667907408381
1121,"(Intercept)",-4.58888008767539
1122,"(Intercept)",-4.26155132932935
1123,"(Intercept)",-4.44593182196037
1124,"(Intercept)",-4.21552075471093
1125,"(Intercept)",-4.3576469261337
1126,"(Intercept)",-4.47498486841938
1127,"(Intercept)",-4.27744485304232
1128,"(Intercept)",-4.22259739066175
1129,"(Intercept)",-4.43543997579155
1130,"(Intercept)",-4.29026967699447
1131,"(Intercept)",-4.45618583785762
1132,"(Intercept)",-4.34463753089866
1133,"(Intercept)",-4.23695150011291
1134,"(Intercept)",-4.24914683411247
1135,"(Intercept)",-4.53993782153753
1136,"(Intercept)",-4.22945448956808
1137,"(Intercept)",-4.08323262120936
1138,"(Intercept)",-4.27537511695657
1139,"(Intercept)",-4.17891357844778
1140,"(Intercept)",-4.43158575419115
1141,"(Intercept)",-4.06217132807506
1142,"(Intercept)",-4.32674749711063
1143,"(Intercept)",-4.29695405513209
1144,"(Intercept)",-4.36029793503965
1145,"(Intercept)",-4.13541638287304
1146,"(Intercept)",-4.41081837210123
1147,"(Intercept)",-4.40479972140707
1148,"(Intercept)",-4.04054182307643
1149,"(Intercept)",-4.24729142439306
1150,"(Intercept)",-4.44681466882571
1151,"(Intercept)",-4.07890819122852
1152,"(Intercept)",-4.40710484466892
1153,"(Intercept)",-4.2983825061582
1154,"(Intercept)",-4.45875701052131
1155,"(Intercept)",-4.12701853706769
1156,"(Intercept)",-4.07368340947973
1157,"(Intercept)",-4.43480423911939
1158,"(Intercept)",-4.35955092150442
1159,"(Intercept)",-4.39428311535271
1160,"(Intercept)",-4.33143365190929
1161,"(Intercept)",-4.43446271084068
1162,"(Intercept)",-4.51339546341195
1163,"(Intercept)",-4.13301870021898
1164,"(Intercept)",-4.17069201813053
1165,"(Intercept)",-4.38790657698285
1166,"(Intercept)",-4.51481243509648
1167,"(Intercept)",-4.19159358072828
1168,"(Intercept)",-4.33676943235406
1169,"(Intercept)",-4.53786498879927
1170,"(Intercept)",-4.12260122580284
1171,"(Intercept)",-4.29735231543243
1172,"(Intercept)",-4.22572638228374
1173,"(Intercept)",-4.32462099312737
1174,"(Intercept)",-4.44773847557
1175,"(Intercept)",-4.4111342188542
1176,"(Intercept)",-4.05152498449388
1177,"(Intercept)",-4.13987322654573
1178,"(Intercept)",-4.32502374897254
1179,"(Intercept)",-3.9006778856232
1180,"(Intercept)",-4.31811166585523
1181,"(Intercept)",-4.29753025103628
1182,"(Intercept)",-4.16797768210287
1183,"(Intercept)",-4.23020924830403
1184,"(Intercept)",-4.09762875428557
1185,"(Intercept)",-4.50027004353281
1186,"(Intercept)",-4.47659730428591
1187,"(Intercept)",-4.45385292047963
1188,"(Intercept)",-4.34229943106319
1189,"(Intercept)",-4.44036690492635
1190,"(Intercept)",-4.28958208073498
1191,"(Intercept)",-4.13344388225593
1192,"(Intercept)",-4.39307461156203
1193,"(Intercept)",-4.51342766065771
1194,"(Intercept)",-4.4126520323523
1195,"(Intercept)",-4.29758657338645
1196,"(Intercept)",-4.48461167248485
1197,"(Intercept)",-4.30997875598677
1198,"(Intercept)",-4.3045934572751
1199,"(Intercept)",-4.29046429806059
1200,"(Intercept)",-4.20424216068354
1201,"(Intercept)",-4.30551550503491
1202,"(Intercept)",-4.31707202071289
1203,"(Intercept)",-4.44748226466532
1204,"(Intercept)",-4.51781192861614
1205,"(Intercept)",-4.47074159722787
1206,"(Intercept)",-3.97808857628636
1207,"(Intercept)",-4.49729732432807
1208,"(Intercept)",-4.22364434089115
1209,"(Intercept)",-4.65368026599553
1210,"(Intercept)",-4.26498574132851
1211,"(Intercept)",-3.92665184711119
1212,"(Intercept)",-4.32355654515021
1213,"(Intercept)",-4.24453208301179
1214,"(Intercept)",-4.47945321315557
1215,"(Intercept)",-4.30566644709249
1216,"(Intercept)",-4.21139702130039
1217,"(Intercept)",-4.32325942534237
1218,"(Intercept)",-4.32709595547841
1219,"(Intercept)",-4.5180649278675
1220,"(Intercept)",-4.34606713968198
1221,"(Intercept)",-4.40301385022735
1222,"(Intercept)",-4.30031755456675
1223,"(Intercept)",-4.52533588094293
1224,"(Intercept)",-4.24613535807373
1225,"(Intercept)",-4.35081145599101
1226,"(Intercept)",-4.21436357903401
1227,"(Intercept)",-4.47053577725496
1228,"(Intercept)",-4.25596933826511
1229,"(Intercept)",-4.31447761013025
1230,"(Intercept)",-4.34123266509302
1231,"(Intercept)",-4.3069460761765
1232,"(Intercept)",-4.28401319928087
1233,"(Intercept)",-4.40170474227985
1234,"(Intercept)",-4.41481334872356
1235,"(Intercept)",-4.38325946844555
1236,"(Intercept)",-4.34562814675429
1237,"(Intercept)",-4.38537414993618
1238,"(Intercept)",-4.23617249819541
1239,"(Intercept)",-4.21540646509314
1240,"(Intercept)",-4.56883680844586
1241,"(Intercept)",-4.27678748113357
1242,"(Intercept)",-4.48164486627674
1243,"(Intercept)",-4.17829168330275
1244,"(Intercept)",-4.23435949150544
1245,"(Intercept)",-4.4276934148468
1246,"(Intercept)",-4.35397173650813
1247,"(Intercept)",-4.43806603666096
1248,"(Intercept)",-4.06634921610625
1249,"(Intercept)",-4.16783771386714
1250,"(Intercept)",-4.34776648194837
